number	PRI.div.model	density	PRI.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density
5831	261.044	0.00111084	3.33223	1.07279e-22	13.2442	0.0470922	0.16008	3.37037e-10	0.244631	3.89177e-09
5832	261.089	0.00111161	3.33263	1.02306e-22	13.2463	0.0468789	0.160108	3.33649e-10	0.244673	3.83512e-09
5833	261.133	0.00111238	3.33303	9.75593e-23	13.2484	0.0466656	0.160135	3.30401e-10	0.244715	3.77911e-09
5834	261.178	0.00111314	3.33343	9.3028e-23	13.2505	0.0464521	0.160163	3.27292e-10	0.244757	3.72372e-09
5835	261.222	0.0011139	3.33383	8.87026e-23	13.2526	0.0462386	0.16019	3.2432e-10	0.244799	3.66895e-09
5836	261.267	0.00111466	3.33423	8.45742e-23	13.2547	0.0460251	0.160218	3.21485e-10	0.244841	3.61481e-09
5837	261.312	0.00111541	3.33463	8.06338e-23	13.2568	0.0458115	0.160245	3.18786e-10	0.244883	3.56128e-09
5838	261.356	0.00111615	3.33503	7.68753e-23	13.2589	0.0455982	0.160272	3.16223e-10	0.244925	3.5084e-09
5839	261.401	0.00111689	3.33543	7.32863e-23	13.261	0.0453848	0.1603	3.13793e-10	0.244967	3.4561e-09
5840	261.445	0.00111763	3.33583	6.98612e-23	13.2631	0.0451715	0.160327	3.11496e-10	0.245009	3.4044e-09
5841	261.49	0.00111836	3.33623	6.6593e-23	13.2652	0.0449584	0.160355	3.09331e-10	0.245051	3.3533e-09
5842	261.535	0.00111909	3.33663	6.34744e-23	13.2673	0.0447455	0.160382	3.07299e-10	0.245093	3.30281e-09
5843	261.579	0.00111981	3.33703	6.04988e-23	13.2694	0.0445328	0.16041	3.05398e-10	0.245135	3.2529e-09
5844	261.624	0.00112053	3.33743	5.76598e-23	13.2715	0.0443204	0.160437	3.03627e-10	0.245177	3.20359e-09
5845	261.668	0.00112124	3.33783	5.49513e-23	13.2736	0.0441083	0.160465	3.01986e-10	0.245219	3.15487e-09
5846	261.713	0.00112195	3.33823	5.23674e-23	13.2757	0.0438965	0.160492	3.00475e-10	0.245261	3.10673e-09
5847	261.758	0.00112265	3.33863	4.99038e-23	13.2778	0.0436853	0.160519	2.99093e-10	0.245302	3.05919e-09
5848	261.802	0.00112335	3.33903	4.75525e-23	13.2799	0.0434743	0.160547	2.97838e-10	0.245344	3.01221e-09
5849	261.847	0.00112404	3.33943	4.53096e-23	13.282	0.0432638	0.160574	2.96711e-10	0.245386	2.96579e-09
5850	261.891	0.00112473	3.33983	4.31704e-23	13.2841	0.0430538	0.160602	2.95711e-10	0.245428	2.91994e-09
5851	261.936	0.00112541	3.34023	4.11301e-23	13.2862	0.0428442	0.160629	2.94837e-10	0.24547	2.87466e-09
5852	261.981	0.00112608	3.34063	3.91842e-23	13.2883	0.0426353	0.160657	2.94089e-10	0.245512	2.82993e-09
5853	262.025	0.00112675	3.34103	3.73286e-23	13.2904	0.0424269	0.160684	2.93468e-10	0.245554	2.78577e-09
5854	262.07	0.00112742	3.34143	3.5559e-23	13.2925	0.0422192	0.160712	2.92971e-10	0.245596	2.74215e-09
5855	262.115	0.00112808	3.34183	3.38716e-23	13.2946	0.0420121	0.160739	2.92599e-10	0.245638	2.69908e-09
5856	262.159	0.00112873	3.34223	3.22636e-23	13.2967	0.0418059	0.160766	2.92352e-10	0.24568	2.65658e-09
5857	262.204	0.00112938	3.34263	3.07295e-23	13.2988	0.0416003	0.160794	2.92229e-10	0.245722	2.61459e-09
5858	262.248	0.00113002	3.34303	2.92668e-23	13.3009	0.0413954	0.160821	2.9223e-10	0.245764	2.57313e-09
5859	262.293	0.00113066	3.34343	2.78724e-23	13.303	0.0411914	0.160849	2.92354e-10	0.245806	2.53221e-09
5860	262.338	0.00113129	3.34383	2.65431e-23	13.3051	0.0409882	0.160876	2.92602e-10	0.245848	2.49182e-09
5861	262.382	0.00113191	3.34423	2.52759e-23	13.3072	0.0407858	0.160904	2.92972e-10	0.24589	2.45194e-09
5862	262.427	0.00113253	3.34463	2.4068e-23	13.3093	0.0405844	0.160931	2.93466e-10	0.245932	2.41259e-09
5863	262.471	0.00113314	3.34503	2.29167e-23	13.3114	0.0403839	0.160959	2.94082e-10	0.245974	2.37375e-09
5864	262.516	0.00113375	3.34543	2.18194e-23	13.3135	0.0401844	0.160986	2.94821e-10	0.246016	2.33542e-09
5865	262.561	0.00113435	3.34583	2.07741e-23	13.3156	0.039986	0.161014	2.95682e-10	0.246058	2.29761e-09
5866	262.605	0.00113494	3.34623	1.97774e-23	13.3177	0.0397885	0.161041	2.96665e-10	0.2461	2.26029e-09
5867	262.65	0.00113553	3.34663	1.88275e-23	13.3198	0.0395921	0.161068	2.97771e-10	0.246142	2.22346e-09
5868	262.694	0.00113611	3.34703	1.79224e-23	13.3219	0.0393969	0.161096	2.98999e-10	0.246184	2.18713e-09
5869	262.739	0.00113669	3.34743	1.70599e-23	13.324	0.0392027	0.161123	3.00349e-10	0.246226	2.15128e-09
5870	262.784	0.00113726	3.34783	1.62381e-23	13.3261	0.0390098	0.161151	3.01821e-10	0.246268	2.11592e-09
5871	262.828	0.00113782	3.34823	1.54551e-23	13.3282	0.038818	0.161178	3.03415e-10	0.24631	2.08104e-09
5872	262.873	0.00113838	3.34863	1.47091e-23	13.3303	0.0386275	0.161206	3.05131e-10	0.246352	2.04664e-09
5873	262.917	0.00113893	3.34904	1.39984e-23	13.3324	0.0384382	0.161233	3.0697e-10	0.246393	2.0127e-09
5874	262.962	0.00113947	3.34943	1.33218e-23	13.3345	0.0382504	0.161261	3.08929e-10	0.246435	1.97926e-09
5875	263.007	0.00114001	3.34983	1.26769e-23	13.3366	0.0380638	0.161288	3.11012e-10	0.246477	1.94626e-09
5876	263.051	0.00114054	3.35023	1.20626e-23	13.3387	0.0378785	0.161315	3.13218e-10	0.246519	1.91371e-09
5877	263.096	0.00114107	3.35064	1.14775e-23	13.3408	0.0376947	0.161343	3.15546e-10	0.246561	1.88163e-09
5878	263.14	0.00114158	3.35104	1.09202e-23	13.3429	0.0375122	0.16137	3.17997e-10	0.246603	1.84999e-09
5879	263.185	0.0011421	3.35144	1.03895e-23	13.345	0.0373313	0.161398	3.20572e-10	0.246645	1.8188e-09
5880	263.23	0.0011426	3.35184	9.88402e-24	13.3471	0.0371518	0.161425	3.23269e-10	0.246687	1.78805e-09
5881	263.274	0.0011431	3.35224	9.40269e-24	13.3492	0.0369738	0.161453	3.2609e-10	0.246729	1.75774e-09
5882	263.319	0.00114359	3.35264	8.94435e-24	13.3513	0.0367974	0.16148	3.29035e-10	0.246771	1.72786e-09
5883	263.363	0.00114408	3.35304	8.50817e-24	13.3534	0.0366226	0.161508	3.32101e-10	0.246813	1.69843e-09
5884	263.408	0.00114456	3.35344	8.09262e-24	13.3555	0.0364494	0.161535	3.35294e-10	0.246855	1.66941e-09
5885	263.453	0.00114503	3.35384	7.69698e-24	13.3576	0.0362778	0.161562	3.38612e-10	0.246897	1.6408e-09
5886	263.497	0.0011455	3.35424	7.32032e-24	13.3597	0.0361078	0.16159	3.42054e-10	0.246939	1.61262e-09
5887	263.542	0.00114596	3.35464	6.96173e-24	13.3618	0.0359395	0.161617	3.45622e-10	0.246981	1.58485e-09
5888	263.586	0.00114641	3.35504	6.62038e-24	13.3639	0.035773	0.161645	3.49316e-10	0.247023	1.55748e-09
5889	263.631	0.00114686	3.35544	6.29545e-24	13.366	0.0356082	0.161672	3.53136e-10	0.247065	1.53053e-09
5890	263.676	0.0011473	3.35584	5.98617e-24	13.3681	0.0354451	0.1617	3.57082e-10	0.247107	1.50397e-09
5891	263.72	0.00114773	3.35624	5.69179e-24	13.3702	0.0352839	0.161727	3.61156e-10	0.247149	1.47781e-09
5892	263.765	0.00114816	3.35664	5.41178e-24	13.3723	0.0351246	0.161755	3.65354e-10	0.247191	1.45205e-09
5893	263.809	0.00114858	3.35704	5.14514e-24	13.3744	0.034967	0.161782	3.69683e-10	0.247233	1.42667e-09
5894	263.854	0.00114899	3.35744	4.89138e-24	13.3765	0.0348113	0.16181	3.7414e-10	0.247275	1.40167e-09
5895	263.899	0.0011494	3.35784	4.64991e-24	13.3786	0.0346575	0.161837	3.78726e-10	0.247317	1.37705e-09
5896	263.943	0.0011498	3.35824	4.42013e-24	13.3807	0.0345056	0.161864	3.83442e-10	0.247359	1.35281e-09
5897	263.988	0.00115019	3.35864	4.2015e-24	13.3828	0.0343557	0.161892	3.88288e-10	0.247401	1.32894e-09
5898	264.033	0.00115058	3.35904	3.99348e-24	13.3849	0.0342078	0.161919	3.93264e-10	0.247442	1.30544e-09
5899	264.077	0.00115096	3.35944	3.79557e-24	13.387	0.0340618	0.161947	3.98372e-10	0.247484	1.28231e-09
5900	264.122	0.00115134	3.35984	3.60729e-24	13.3891	0.0339179	0.161974	4.03611e-10	0.247526	1.25953e-09
5901	264.166	0.00115171	3.36024	3.42828e-24	13.3912	0.0337761	0.162002	4.0898e-10	0.247568	1.23712e-09
5902	264.211	0.00115207	3.36064	3.25788e-24	13.3933	0.0336363	0.162029	4.14485e-10	0.24761	1.21505e-09
5903	264.256	0.00115242	3.36104	3.09581e-24	13.3954	0.0334986	0.162057	4.20123e-10	0.247652	1.19333e-09
5904	264.3	0.00115277	3.36144	2.94164e-24	13.3975	0.033363	0.162084	4.25897e-10	0.247694	1.17196e-09
5905	264.345	0.00115312	3.36184	2.79502e-24	13.3996	0.0332296	0.162111	4.31805e-10	0.247736	1.15092e-09
5906	264.389	0.00115345	3.36224	2.65557e-24	13.4017	0.0330983	0.162139	4.37849e-10	0.247778	1.13022e-09
5907	264.434	0.00115378	3.36264	2.52295e-24	13.4038	0.0329692	0.162166	4.4403e-10	0.24782	1.10986e-09
5908	264.479	0.00115411	3.36304	2.39683e-24	13.4059	0.0328423	0.162194	4.50348e-10	0.247862	1.08982e-09
5909	264.523	0.00115443	3.36344	2.2769e-24	13.408	0.0327176	0.162221	4.56804e-10	0.247904	1.07011e-09
5910	264.568	0.00115474	3.36384	2.16293e-24	13.4101	0.0325952	0.162249	4.63395e-10	0.247946	1.05074e-09
5911	264.612	0.00115505	3.36424	2.0545e-24	13.4122	0.032475	0.162276	4.70129e-10	0.247988	1.03167e-09
5912	264.657	0.00115535	3.36464	1.95141e-24	13.4143	0.0323571	0.162304	4.77004e-10	0.24803	1.01291e-09
5913	264.702	0.00115564	3.36504	1.85339e-24	13.4164	0.0322415	0.162331	4.8402e-10	0.248072	9.94467e-10
5914	264.746	0.00115593	3.36544	1.76021e-24	13.4185	0.0321282	0.162358	4.91178e-10	0.248114	9.7633e-10
5915	264.791	0.00115621	3.36584	1.67163e-24	13.4206	0.0320172	0.162386	4.98478e-10	0.248156	9.58497e-10
5916	264.835	0.00115649	3.36624	1.58743e-24	13.4227	0.0319086	0.162413	5.05923e-10	0.248198	9.40963e-10
5917	264.88	0.00115676	3.36664	1.5074e-24	13.4248	0.0318024	0.162441	5.13512e-10	0.24824	9.23726e-10
5918	264.925	0.00115702	3.36704	1.43133e-24	13.4269	0.0316985	0.162468	5.21246e-10	0.248282	9.06782e-10
5919	264.969	0.00115728	3.36744	1.35907e-24	13.429	0.0315971	0.162496	5.29122e-10	0.248324	8.90138e-10
5920	265.014	0.00115753	3.36784	1.29035e-24	13.4311	0.0314981	0.162523	5.3715e-10	0.248366	8.73769e-10
5921	265.058	0.00115778	3.36824	1.22505e-24	13.4332	0.0314015	0.162551	5.45325e-10	0.248408	8.57684e-10
5922	265.103	0.00115802	3.36864	1.16299e-24	13.4353	0.0313074	0.162578	5.5365e-10	0.24845	8.41877e-10
5923	265.148	0.00115826	3.36904	1.10402e-24	13.4374	0.0312157	0.162605	5.62125e-10	0.248491	8.26347e-10
5924	265.192	0.00115849	3.36944	1.04799e-24	13.4395	0.0311265	0.162633	5.7075e-10	0.248533	8.11089e-10
5925	265.237	0.00115871	3.36984	9.94751e-25	13.4416	0.0310398	0.16266	5.79527e-10	0.248575	7.961e-10
5926	265.281	0.00115893	3.37024	9.4417e-25	13.4437	0.0309557	0.162688	5.88457e-10	0.248617	7.81378e-10
5927	265.326	0.00115915	3.37064	8.96116e-25	13.4458	0.030874	0.162715	5.9754e-10	0.248659	7.66918e-10
5928	265.371	0.00115936	3.37104	8.50492e-25	13.4479	0.0307949	0.162743	6.06773e-10	0.248701	7.52726e-10
5929	265.415	0.00115956	3.37144	8.07124e-25	13.45	0.0307184	0.16277	6.16166e-10	0.248743	7.38782e-10
5930	265.46	0.00115976	3.37184	7.6593e-25	13.4521	0.0306443	0.162798	6.25717e-10	0.248785	7.25091e-10
5931	265.504	0.00115995	3.37224	7.26801e-25	13.4542	0.0305729	0.162825	6.35424e-10	0.248827	7.1165e-10
5932	265.549	0.00116014	3.37264	6.89637e-25	13.4563	0.030504	0.162853	6.4529e-10	0.248869	6.98456e-10
5933	265.594	0.00116033	3.37304	6.5434e-25	13.4584	0.0304378	0.16288	6.55316e-10	0.248911	6.85506e-10
5934	265.638	0.00116051	3.37344	6.20819e-25	13.4605	0.0303741	0.162907	6.65502e-10	0.248953	6.72797e-10
5935	265.683	0.00116068	3.37384	5.88985e-25	13.4626	0.030313	0.162935	6.7585e-10	0.248995	6.60326e-10
5936	265.727	0.00116085	3.37424	5.58755e-25	13.4647	0.0302546	0.162962	6.8636e-10	0.249037	6.4809e-10
5937	265.772	0.00116102	3.37464	5.30051e-25	13.4668	0.0301988	0.16299	6.97034e-10	0.249079	6.36085e-10
5938	265.817	0.00116118	3.37504	5.02811e-25	13.4689	0.0301457	0.163017	7.07866e-10	0.249121	6.24317e-10
5939	265.861	0.00116133	3.37544	4.76932e-25	13.471	0.0300952	0.163045	7.1887e-10	0.249163	6.12767e-10
5940	265.906	0.00116148	3.37584	4.52363e-25	13.4731	0.0300473	0.163072	7.3004e-10	0.249205	6.01441e-10
5941	265.951	0.00116163	3.37624	4.29038e-25	13.4752	0.0300021	0.1631	7.41378e-10	0.249247	5.90336e-10
5942	265.995	0.00116177	3.37664	4.06895e-25	13.4773	0.0299596	0.163127	7.52885e-10	0.249289	5.79448e-10
5943	266.04	0.00116191	3.37704	3.85875e-25	13.4794	0.0299198	0.163154	7.64561e-10	0.249331	5.68776e-10
5944	266.084	0.00116205	3.37744	3.65923e-25	13.4815	0.0298826	0.163182	7.76408e-10	0.249373	5.58315e-10
5945	266.129	0.00116218	3.37784	3.46985e-25	13.4836	0.0298482	0.163209	7.88427e-10	0.249415	5.48064e-10
5946	266.174	0.0011623	3.37824	3.2901e-25	13.4857	0.0298164	0.163237	8.00619e-10	0.249457	5.3802e-10
5947	266.218	0.00116243	3.37864	3.11961e-25	13.4878	0.0297873	0.163264	8.12977e-10	0.249499	5.28187e-10
5948	266.263	0.00116254	3.37904	2.95771e-25	13.4899	0.029761	0.163292	8.25517e-10	0.249541	5.18549e-10
5949	266.307	0.00116266	3.37944	2.80408e-25	13.492	0.0297373	0.163319	8.38233e-10	0.249582	5.0911e-10
5950	266.352	0.00116277	3.37984	2.65828e-25	13.4941	0.0297163	0.163347	8.51126e-10	0.249624	4.99868e-10
5951	266.397	0.00116288	3.38024	2.51995e-25	13.4963	0.0296981	0.163374	8.64196e-10	0.249666	4.90821e-10
5952	266.441	0.00116298	3.38064	2.38869e-25	13.4984	0.0296826	0.163401	8.77446e-10	0.249708	4.81965e-10
5953	266.486	0.00116308	3.38104	2.26415e-25	13.5005	0.0296697	0.163429	8.90876e-10	0.24975	4.73298e-10
5954	266.53	0.00116318	3.38144	2.146e-25	13.5026	0.0296597	0.163456	9.04486e-10	0.249792	4.64818e-10
5955	266.575	0.00116328	3.38184	2.03392e-25	13.5047	0.0296523	0.163484	9.18279e-10	0.249834	4.56523e-10
5956	266.62	0.00116337	3.38224	1.92765e-25	13.5068	0.0296476	0.163511	9.32246e-10	0.249876	4.48415e-10
5957	266.664	0.00116346	3.38264	1.82678e-25	13.5089	0.0296457	0.163539	9.46406e-10	0.249918	4.40483e-10
5958	266.709	0.00116354	3.38304	1.73111e-25	13.511	0.0296465	0.163566	9.6075e-10	0.24996	4.32727e-10
5959	266.753	0.00116362	3.38344	1.64036e-25	13.5131	0.02965	0.163594	9.75281e-10	0.250002	4.25148e-10
5960	266.798	0.0011637	3.38384	1.55429e-25	13.5152	0.0296562	0.163621	9.89998e-10	0.250044	4.17742e-10
5961	266.843	0.00116378	3.38424	1.47267e-25	13.5173	0.0296652	0.163649	1.0049e-09	0.250086	4.10506e-10
5962	266.887	0.00116385	3.38464	1.39526e-25	13.5194	0.0296768	0.163676	1.02e-09	0.250128	4.0344e-10
5963	266.932	0.00116393	3.38504	1.32185e-25	13.5215	0.0296912	0.163703	1.03528e-09	0.25017	3.96541e-10
5964	266.976	0.001164	3.38544	1.25224e-25	13.5236	0.0297083	0.163731	1.05076e-09	0.250212	3.89807e-10
5965	267.021	0.00116406	3.38584	1.18628e-25	13.5257	0.0297281	0.163758	1.06641e-09	0.250254	3.8324e-10
5966	267.066	0.00116413	3.38624	1.1237e-25	13.5278	0.0297506	0.163786	1.08227e-09	0.250296	3.76829e-10
5967	267.11	0.00116419	3.38664	1.06436e-25	13.5299	0.0297758	0.163813	1.09833e-09	0.250338	3.70578e-10
5968	267.155	0.00116425	3.38704	1.00811e-25	13.532	0.0298037	0.163841	1.11457e-09	0.25038	3.64483e-10
5969	267.199	0.00116431	3.38744	9.54783e-26	13.5341	0.0298342	0.163868	1.13101e-09	0.250422	3.58544e-10
5970	267.244	0.00116437	3.38784	9.04232e-26	13.5362	0.0298675	0.163896	1.14765e-09	0.250464	3.52757e-10
5971	267.289	0.00116442	3.38824	8.56314e-26	13.5383	0.0299034	0.163923	1.16449e-09	0.250506	3.47123e-10
5972	267.333	0.00116447	3.38864	8.10895e-26	13.5404	0.0299421	0.16395	1.18152e-09	0.250548	3.41637e-10
5973	267.378	0.00116453	3.38904	7.67846e-26	13.5425	0.0299833	0.163978	1.19876e-09	0.25059	3.363e-10
5974	267.422	0.00116458	3.38944	7.27069e-26	13.5446	0.0300272	0.164005	1.21618e-09	0.250631	3.31111e-10
5975	267.467	0.00116463	3.38984	6.88401e-26	13.5467	0.0300738	0.164033	1.23381e-09	0.250673	3.26064e-10
5976	267.512	0.00116467	3.39024	6.51757e-26	13.5488	0.0301231	0.16406	1.25165e-09	0.250715	3.2116e-10
5977	267.556	0.00116472	3.39064	6.17033e-26	13.5509	0.0301749	0.164088	1.26968e-09	0.250757	3.16396e-10
5978	267.601	0.00116476	3.39104	5.84129e-26	13.553	0.0302294	0.164115	1.28792e-09	0.250799	3.11773e-10
5979	267.645	0.00116481	3.39144	5.52951e-26	13.5551	0.0302865	0.164143	1.30637e-09	0.250841	3.07286e-10
5980	267.69	0.00116485	3.39184	5.23412e-26	13.5572	0.0303462	0.16417	1.32501e-09	0.250883	3.02937e-10
5981	267.735	0.00116489	3.39224	4.95426e-26	13.5593	0.0304085	0.164197	1.34387e-09	0.250925	2.98722e-10
5982	267.779	0.00116494	3.39264	4.68912e-26	13.5614	0.0304734	0.164225	1.36292e-09	0.250967	2.9464e-10
5983	267.824	0.00116498	3.39304	4.4381e-26	13.5635	0.0305408	0.164252	1.38218e-09	0.251009	2.90692e-10
5984	267.868	0.00116502	3.39344	4.20017e-26	13.5656	0.0306109	0.16428	1.40165e-09	0.251051	2.86873e-10
5985	267.913	0.00116506	3.39384	3.97479e-26	13.5677	0.0306834	0.164307	1.42133e-09	0.251093	2.83182e-10
5986	267.958	0.0011651	3.39424	3.76131e-26	13.5698	0.0307585	0.164335	1.44122e-09	0.251135	2.79619e-10
5987	268.002	0.00116514	3.39464	3.55913e-26	13.5719	0.0308362	0.164362	1.46131e-09	0.251177	2.76182e-10
5988	268.047	0.00116518	3.39504	3.36764e-26	13.574	0.0309163	0.16439	1.48162e-09	0.251219	2.7287e-10
5989	268.092	0.00116522	3.39544	3.18629e-26	13.5761	0.030999	0.164417	1.50214e-09	0.251261	2.69682e-10
5990	268.136	0.00116525	3.39584	3.01456e-26	13.5782	0.0310841	0.164444	1.52287e-09	0.251303	2.66616e-10
5991	268.181	0.00116529	3.39624	2.85194e-26	13.5803	0.0311717	0.164472	1.5438e-09	0.251345	2.63672e-10
5992	268.225	0.00116533	3.39664	2.69805e-26	13.5824	0.0312617	0.164499	1.56494e-09	0.251387	2.60849e-10
5993	268.27	0.00116537	3.39704	2.55225e-26	13.5845	0.0313542	0.164527	1.58631e-09	0.251429	2.58143e-10
5994	268.315	0.00116541	3.39744	2.4142e-26	13.5866	0.0314491	0.164554	1.60788e-09	0.251471	2.55555e-10
5995	268.359	0.00116545	3.39784	2.28351e-26	13.5887	0.0315464	0.164582	1.62967e-09	0.251513	2.53084e-10
5996	268.404	0.00116549	3.39824	2.15978e-26	13.5908	0.0316462	0.164609	1.65167e-09	0.251555	2.50728e-10
5997	268.448	0.00116553	3.39864	2.04266e-26	13.5929	0.0317482	0.164637	1.67389e-09	0.251597	2.48486e-10
5998	268.493	0.00116558	3.39904	1.93179e-26	13.595	0.0318527	0.164664	1.69632e-09	0.251639	2.46358e-10
5999	268.538	0.00116562	3.39944	1.82684e-26	13.5971	0.0319595	0.164692	1.71896e-09	0.251681	2.44342e-10
6000	268.582	0.00116566	3.39984	1.72751e-26	13.5992	0.0320686	0.164719	1.74182e-09	0.251722	2.42438e-10
6001	268.627	0.00116571	3.40024	1.63355e-26	13.6013	0.03218	0.164746	1.76488e-09	0.251764	2.40645e-10
6002	268.671	0.00116575	3.40064	1.54458e-26	13.6034	0.0322937	0.164774	1.78817e-09	0.251806	2.38961e-10
6003	268.716	0.0011658	3.40104	1.46037e-26	13.6055	0.0324096	0.164801	1.81168e-09	0.251848	2.37386e-10
6004	268.761	0.00116585	3.40144	1.38069e-26	13.6076	0.0325278	0.164829	1.8354e-09	0.25189	2.35918e-10
6005	268.805	0.0011659	3.40184	1.30529e-26	13.6097	0.0326483	0.164856	1.85933e-09	0.251932	2.34557e-10
6006	268.85	0.00116595	3.40224	1.23395e-26	13.6118	0.0327709	0.164884	1.88349e-09	0.251974	2.33303e-10
6007	268.894	0.001166	3.40264	1.16644e-26	13.6139	0.0328957	0.164911	1.90785e-09	0.252016	2.32154e-10
6008	268.939	0.00116606	3.40304	1.10258e-26	13.616	0.0330227	0.164939	1.93244e-09	0.252058	2.3111e-10
6009	268.984	0.00116611	3.40344	1.04216e-26	13.6181	0.0331519	0.164966	1.95724e-09	0.2521	2.30169e-10
6010	269.028	0.00116617	3.40384	9.85029e-27	13.6202	0.033283	0.164993	1.98224e-09	0.252142	2.29332e-10
6011	269.073	0.00116623	3.40424	9.30955e-27	13.6223	0.0334164	0.165021	2.00747e-09	0.252184	2.28597e-10
6012	269.117	0.00116629	3.40464	8.79805e-27	13.6244	0.0335518	0.165048	2.03292e-09	0.252226	2.27965e-10
6013	269.162	0.00116635	3.40504	8.31424e-27	13.6265	0.0336893	0.165076	2.05858e-09	0.252268	2.27433e-10
6014	269.207	0.00116642	3.40544	7.85664e-27	13.6286	0.0338288	0.165103	2.08446e-09	0.25231	2.27002e-10
6015	269.251	0.00116648	3.40584	7.42385e-27	13.6307	0.0339703	0.165131	2.11055e-09	0.252352	2.26671e-10
6016	269.296	0.00116655	3.40624	7.01455e-27	13.6328	0.0341138	0.165158	2.13686e-09	0.252394	2.26439e-10
6017	269.34	0.00116663	3.40664	6.62749e-27	13.6349	0.0342593	0.165186	2.16339e-09	0.252436	2.26307e-10
6018	269.385	0.0011667	3.40704	6.26146e-27	13.637	0.0344067	0.165213	2.19012e-09	0.252478	2.26273e-10
6019	269.43	0.00116678	3.40744	5.91556e-27	13.6391	0.0345559	0.16524	2.21706e-09	0.25252	2.26336e-10
6020	269.474	0.00116685	3.40784	5.58829e-27	13.6412	0.0347071	0.165268	2.24423e-09	0.252562	2.26498e-10
6021	269.519	0.00116694	3.40824	5.27886e-27	13.6433	0.0348601	0.165295	2.27161e-09	0.252604	2.26756e-10
6022	269.563	0.00116702	3.40864	4.98632e-27	13.6454	0.035015	0.165323	2.2992e-09	0.252646	2.27111e-10
6023	269.608	0.00116711	3.40904	4.70975e-27	13.6475	0.0351717	0.16535	2.32701e-09	0.252688	2.27562e-10
6024	269.653	0.0011672	3.40944	4.44829e-27	13.6496	0.0353302	0.165378	2.35502e-09	0.25273	2.28109e-10
6025	269.697	0.00116729	3.40984	4.20114e-27	13.6517	0.0354904	0.165405	2.38325e-09	0.252771	2.28751e-10
6026	269.742	0.00116738	3.41024	3.96753e-27	13.6538	0.0356523	0.165433	2.41169e-09	0.252813	2.29489e-10
6027	269.786	0.00116748	3.41064	3.74671e-27	13.6559	0.0358159	0.16546	2.44034e-09	0.252855	2.30322e-10
6028	269.831	0.00116758	3.41104	3.53813e-27	13.658	0.0359812	0.165487	2.46918e-09	0.252897	2.31248e-10
6029	269.876	0.00116768	3.41144	3.34088e-27	13.6601	0.0361481	0.165515	2.49825e-09	0.252939	2.32269e-10
6030	269.92	0.00116779	3.41184	3.15446e-27	13.6622	0.0363167	0.165542	2.52752e-09	0.252981	2.33385e-10
6031	269.965	0.0011679	3.41224	2.9783e-27	13.6643	0.0364868	0.16557	2.55701e-09	0.253023	2.34594e-10
6032	270.009	0.00116802	3.41264	2.81183e-27	13.6664	0.0366585	0.165597	2.58669e-09	0.253065	2.35897e-10
6033	270.054	0.00116813	3.41304	2.65454e-27	13.6685	0.0368317	0.165625	2.61659e-09	0.253107	2.37293e-10
6034	270.099	0.00116825	3.41344	2.50592e-27	13.6706	0.0370065	0.165652	2.64669e-09	0.253149	2.38783e-10
6035	270.143	0.00116838	3.41384	2.3655e-27	13.6727	0.0371826	0.16568	2.67699e-09	0.253191	2.40366e-10
6036	270.188	0.0011685	3.41424	2.23283e-27	13.6748	0.0373603	0.165707	2.70749e-09	0.253233	2.42041e-10
6037	270.233	0.00116863	3.41464	2.10757e-27	13.6769	0.0375392	0.165735	2.73818e-09	0.253275	2.43809e-10
6038	270.277	0.00116877	3.41504	1.98918e-27	13.679	0.0377196	0.165762	2.76908e-09	0.253317	2.4567e-10
6039	270.322	0.0011689	3.41544	1.87733e-27	13.6811	0.0379014	0.165789	2.80019e-09	0.253359	2.47625e-10
6040	270.366	0.00116905	3.41584	1.77169e-27	13.6832	0.0380844	0.165817	2.83149e-09	0.253401	2.49672e-10
6041	270.411	0.00116919	3.41624	1.67191e-27	13.6853	0.0382688	0.165844	2.86299e-09	0.253443	2.51811e-10
6042	270.456	0.00116934	3.41664	1.57767e-27	13.6874	0.0384544	0.165872	2.89468e-09	0.253485	2.54043e-10
6043	270.5	0.00116949	3.41704	1.48866e-27	13.6895	0.0386412	0.165899	2.92657e-09	0.253527	2.56368e-10
6044	270.545	0.00116965	3.41744	1.40461e-27	13.6916	0.0388292	0.165927	2.95865e-09	0.253569	2.58786e-10
6045	270.589	0.00116981	3.41784	1.32524e-27	13.6937	0.0390184	0.165954	2.99092e-09	0.253611	2.61296e-10
6046	270.634	0.00116997	3.41824	1.25033e-27	13.6958	0.0392086	0.165982	3.02336e-09	0.253653	2.63898e-10
6047	270.679	0.00117014	3.41864	1.17955e-27	13.6979	0.0394	0.166009	3.05601e-09	0.253695	2.66594e-10
6048	270.723	0.00117031	3.41904	1.11273e-27	13.7	0.0395924	0.166036	3.08885e-09	0.253737	2.69383e-10
6049	270.768	0.00117049	3.41944	1.04964e-27	13.7021	0.0397859	0.166064	3.12187e-09	0.253779	2.72265e-10
6050	270.812	0.00117067	3.41984	9.90074e-28	13.7042	0.0399803	0.166091	3.15507e-09	0.253821	2.7524e-10
6051	270.857	0.00117085	3.42024	9.33843e-28	13.7063	0.0401757	0.166119	3.18845e-09	0.253862	2.78308e-10
6052	270.902	0.00117104	3.42064	8.80761e-28	13.7084	0.0403721	0.166146	3.22202e-09	0.253904	2.8147e-10
