number	PRI.div.model	density	PRI.model	density	PRI.Psi	density	PRI.E.t	density	PRI.omega	density
1	1	0.0152114	1	21.4584	1	0.00990535	6.07246e-05	1.08754e-09	-1.6086e-16	14.0978
2	1.0446	0.0152759	1.0004	21.3677	1.0021	0.00990848	8.81722e-05	1.11683e-09	4.19607e-05	14.2304
3	1.08921	0.0153401	1.0008	21.2763	1.0042	0.00991114	0.00011562	1.14684e-09	8.39215e-05	14.3638
4	1.13381	0.015404	1.0012	21.1841	1.0063	0.00991335	0.000143067	1.17761e-09	0.000125882	14.4979
5	1.17842	0.0154674	1.0016	21.0914	1.0084	0.00991509	0.000170515	1.20915e-09	0.000167843	14.6328
6	1.22302	0.0155305	1.002	20.998	1.0105	0.00991638	0.000197963	1.24147e-09	0.000209804	14.7686
7	1.26763	0.0155932	1.0024	20.9039	1.0126	0.00991721	0.00022541	1.2746e-09	0.000251764	14.9051
8	1.31223	0.0156556	1.0028	20.8092	1.0147	0.00991759	0.000252858	1.30855e-09	0.000293725	15.0424
9	1.35684	0.0157175	1.0032	20.7139	1.0168	0.0099175	0.000280305	1.34335e-09	0.000335686	15.1804
10	1.40144	0.015779	1.0036	20.618	1.0189	0.00991697	0.000307753	1.379e-09	0.000377647	15.3193
11	1.44604	0.0158402	1.004	20.5215	1.021	0.00991597	0.000335201	1.41554e-09	0.000419607	15.4589
12	1.49065	0.0159009	1.0044	20.4245	1.0231	0.00991453	0.000362648	1.45297e-09	0.000461568	15.5993
13	1.53525	0.0159612	1.0048	20.3268	1.0252	0.00991263	0.000390096	1.49133e-09	0.000503529	15.7404
14	1.57986	0.0160211	1.0052	20.2287	1.0273	0.00991029	0.000417544	1.53063e-09	0.00054549	15.8824
15	1.62446	0.0160806	1.0056	20.13	1.0294	0.00990749	0.000444991	1.5709e-09	0.00058745	16.0251
16	1.66907	0.0161396	1.006	20.0307	1.0315	0.00990425	0.000472439	1.61214e-09	0.000629411	16.1686
17	1.71367	0.0161982	1.0064	19.931	1.0336	0.00990056	0.000499886	1.6544e-09	0.000671372	16.3128
18	1.75828	0.0162564	1.0068	19.8307	1.0357	0.00989643	0.000527334	1.69768e-09	0.000713333	16.4578
19	1.80288	0.0163141	1.0072	19.73	1.0378	0.00989186	0.000554782	1.74202e-09	0.000755293	16.6036
20	1.84748	0.0163714	1.0076	19.6288	1.0399	0.00988684	0.000582229	1.78744e-09	0.000797254	16.7501
21	1.89209	0.0164282	1.008	19.5271	1.042	0.00988139	0.000609677	1.83395e-09	0.000839215	16.8974
22	1.93669	0.0164846	1.0084	19.425	1.0441	0.0098755	0.000637124	1.88159e-09	0.000881176	17.0454
23	1.9813	0.0165404	1.0088	19.3224	1.0462	0.00986917	0.000664572	1.93037e-09	0.000923136	17.1942
24	2.0259	0.0165958	1.0092	19.2194	1.0483	0.00986241	0.00069202	1.98034e-09	0.000965097	17.3438
25	2.07051	0.0166508	1.0096	19.116	1.05041	0.00985522	0.000719467	2.0315e-09	0.00100706	17.494
26	2.11511	0.0167052	1.01	19.0122	1.05251	0.00984761	0.000746915	2.08389e-09	0.00104902	17.6451
27	2.15972	0.0167592	1.0104	18.908	1.05461	0.00983956	0.000774363	2.13753e-09	0.00109098	17.7968
28	2.20432	0.0168126	1.0108	18.8035	1.05671	0.0098311	0.00080181	2.19246e-09	0.00113294	17.9493
29	2.24892	0.0168656	1.0112	18.6986	1.05881	0.00982221	0.000829258	2.24869e-09	0.0011749	18.1025
30	2.29353	0.016918	1.0116	18.5933	1.06091	0.00981291	0.000856705	2.30627e-09	0.00121686	18.2565
31	2.33813	0.01697	1.012	18.4877	1.06301	0.00980319	0.000884153	2.36521e-09	0.00125882	18.4112
32	2.38274	0.0170214	1.0124	18.3818	1.06511	0.00979305	0.000911601	2.42554e-09	0.00130078	18.5666
33	2.42734	0.0170723	1.0128	18.2755	1.06721	0.00978251	0.000939048	2.48731e-09	0.00134274	18.7227
34	2.47195	0.0171227	1.0132	18.169	1.06931	0.00977156	0.000966496	2.55053e-09	0.0013847	18.8795
35	2.51655	0.0171726	1.0136	18.0621	1.07141	0.00976021	0.000993943	2.61524e-09	0.00142667	19.0371
36	2.56116	0.017222	1.014	17.955	1.07351	0.00974846	0.00102139	2.68147e-09	0.00146863	19.1953
37	2.60576	0.0172708	1.0144	17.8477	1.07561	0.00973631	0.00104884	2.74926e-09	0.00151059	19.3543
38	2.65037	0.017319	1.0148	17.74	1.07771	0.00972377	0.00107629	2.81864e-09	0.00155255	19.5139
39	2.69497	0.0173667	1.0152	17.6322	1.07981	0.00971083	0.00110373	2.88963e-09	0.00159451	19.6743
40	2.73957	0.0174139	1.0156	17.5241	1.08191	0.00969751	0.00113118	2.96228e-09	0.00163647	19.8353
41	2.78418	0.0174605	1.016	17.4158	1.08401	0.00968381	0.00115863	3.03663e-09	0.00167843	19.997
42	2.82878	0.0175066	1.0164	17.3073	1.08611	0.00966972	0.00118608	3.1127e-09	0.00172039	20.1594
43	2.87339	0.0175521	1.0168	17.1986	1.08821	0.00965526	0.00121352	3.19054e-09	0.00176235	20.3225
44	2.91799	0.017597	1.0172	17.0898	1.09031	0.00964043	0.00124097	3.27017e-09	0.00180431	20.4863
45	2.9626	0.0176414	1.0176	16.9808	1.09241	0.00962522	0.00126842	3.35165e-09	0.00184627	20.6507
46	3.0072	0.0176852	1.018	16.8716	1.09451	0.00960966	0.00129587	3.435e-09	0.00188823	20.8157
47	3.05181	0.0177284	1.0184	16.7623	1.09661	0.00959373	0.00132331	3.52028e-09	0.00193019	20.9815
48	3.09641	0.017771	1.0188	16.6528	1.09871	0.00957744	0.00135076	3.60751e-09	0.00197215	21.1478
49	3.14101	0.0178131	1.0192	16.5433	1.10081	0.0095608	0.00137821	3.69673e-09	0.00201412	21.3148
50	3.18562	0.0178546	1.0196	16.4336	1.10291	0.00954382	0.00140566	3.788e-09	0.00205608	21.4825
51	3.23022	0.0178954	1.02	16.3238	1.10501	0.00952649	0.00143311	3.88136e-09	0.00209804	21.6508
52	3.27483	0.0179357	1.0204	16.214	1.10711	0.00950882	0.00146055	3.97683e-09	0.00214	21.8197
53	3.31943	0.0179754	1.0208	16.1041	1.10921	0.00949081	0.001488	4.07448e-09	0.00218196	21.9893
54	3.36404	0.0180145	1.0212	15.9941	1.11131	0.00947247	0.00151545	4.17435e-09	0.00222392	22.1594
55	3.40864	0.018053	1.0216	15.8841	1.11341	0.00945381	0.0015429	4.27648e-09	0.00226588	22.3302
56	3.45325	0.0180909	1.022	15.774	1.11551	0.00943483	0.00157034	4.38091e-09	0.00230784	22.5016
57	3.49785	0.0181281	1.0224	15.6639	1.11761	0.00941552	0.00159779	4.4877e-09	0.0023498	22.6735
58	3.54245	0.0181648	1.0228	15.5538	1.11971	0.00939591	0.00162524	4.5969e-09	0.00239176	22.8461
59	3.58706	0.0182008	1.0232	15.4437	1.12181	0.00937599	0.00165269	4.70854e-09	0.00243372	23.0193
60	3.63166	0.0182363	1.0236	15.3336	1.12391	0.00935576	0.00168013	4.82269e-09	0.00247568	23.193
61	3.67627	0.0182711	1.024	15.2236	1.12601	0.00933524	0.00170758	4.9394e-09	0.00251764	23.3673
62	3.72087	0.0183052	1.0244	15.1135	1.12811	0.00931443	0.00173503	5.05871e-09	0.00255961	23.5422
63	3.76548	0.0183388	1.0248	15.0035	1.13021	0.00929332	0.00176248	5.18068e-09	0.00260157	23.7176
64	3.81008	0.0183717	1.0252	14.8936	1.13231	0.00927194	0.00178992	5.30537e-09	0.00264353	23.8936
65	3.85469	0.018404	1.0256	14.7837	1.13441	0.00925028	0.00181737	5.43282e-09	0.00268549	24.0701
66	3.89929	0.0184357	1.026	14.6739	1.13651	0.00922834	0.00184482	5.5631e-09	0.00272745	24.2471
67	3.94389	0.0184667	1.0264	14.5641	1.13861	0.00920614	0.00187227	5.69626e-09	0.00276941	24.4247
68	3.9885	0.0184971	1.0268	14.4545	1.14071	0.00918368	0.00189971	5.83235e-09	0.00281137	24.6028
69	4.0331	0.0185269	1.0272	14.345	1.14281	0.00916096	0.00192716	5.97145e-09	0.00285333	24.7815
70	4.07771	0.018556	1.0276	14.2356	1.14491	0.009138	0.00195461	6.1136e-09	0.00289529	24.9606
71	4.12231	0.0185845	1.028	14.1263	1.14701	0.00911478	0.00198206	6.25887e-09	0.00293725	25.1403
72	4.16692	0.0186123	1.0284	14.0171	1.14911	0.00909133	0.00200951	6.40733e-09	0.00297921	25.3204
73	4.21152	0.0186395	1.0288	13.9081	1.15122	0.00906765	0.00203695	6.55903e-09	0.00302117	25.501
74	4.25613	0.0186661	1.0292	13.7992	1.15332	0.00904373	0.0020644	6.71404e-09	0.00306313	25.6821
75	4.30073	0.018692	1.0296	13.6905	1.15542	0.0090196	0.00209185	6.87242e-09	0.00310509	25.8637
76	4.34533	0.0187172	1.03	13.582	1.15752	0.00899525	0.0021193	7.03425e-09	0.00314706	26.0457
77	4.38994	0.0187418	1.0304	13.4737	1.15962	0.00897069	0.00214674	7.19958e-09	0.00318902	26.2282
78	4.43454	0.0187657	1.0308	13.3655	1.16172	0.00894592	0.00217419	7.3685e-09	0.00323098	26.4111
79	4.47915	0.018789	1.0312	13.2576	1.16382	0.00892096	0.00220164	7.54106e-09	0.00327294	26.5944
80	4.52375	0.0188117	1.0316	13.1498	1.16592	0.0088958	0.00222909	7.71734e-09	0.0033149	26.7782
81	4.56836	0.0188336	1.032	13.0423	1.16802	0.00887046	0.00225653	7.89742e-09	0.00335686	26.9624
82	4.61296	0.018855	1.0324	12.935	1.17012	0.00884494	0.00228398	8.08137e-09	0.00339882	27.147
83	4.65757	0.0188756	1.0328	12.828	1.17222	0.00881924	0.00231143	8.26925e-09	0.00344078	27.332
84	4.70217	0.0188956	1.0332	12.7212	1.17432	0.00879338	0.00233888	8.46116e-09	0.00348274	27.5174
85	4.74677	0.018915	1.0336	12.6146	1.17642	0.00876736	0.00236632	8.65717e-09	0.0035247	27.7032
86	4.79138	0.0189337	1.034	12.5083	1.17852	0.00874118	0.00239377	8.85735e-09	0.00356666	27.8894
87	4.83598	0.0189517	1.0344	12.4023	1.18062	0.00871485	0.00242122	9.0618e-09	0.00360862	28.0759
88	4.88059	0.0189691	1.0348	12.2966	1.18272	0.00868838	0.00244867	9.27058e-09	0.00365058	28.2628
89	4.92519	0.0189858	1.0352	12.1912	1.18482	0.00866177	0.00247611	9.48379e-09	0.00369254	28.45
90	4.9698	0.0190019	1.0356	12.086	1.18692	0.00863503	0.00250356	9.70151e-09	0.00373451	28.6375
91	5.0144	0.0190173	1.036	11.9812	1.18902	0.00860817	0.00253101	9.92382e-09	0.00377647	28.8254
92	5.05901	0.019032	1.0364	11.8766	1.19112	0.0085812	0.00255846	1.01508e-08	0.00381843	29.0136
93	5.10361	0.0190461	1.0368	11.7724	1.19322	0.00855411	0.00258591	1.03826e-08	0.00386039	29.2021
94	5.14821	0.0190595	1.0372	11.6685	1.19532	0.00852692	0.00261335	1.06192e-08	0.00390235	29.3909
95	5.19282	0.0190723	1.0376	11.565	1.19742	0.00849964	0.0026408	1.08608e-08	0.00394431	29.58
96	5.23742	0.0190844	1.038	11.4618	1.19952	0.00847226	0.00266825	1.11075e-08	0.00398627	29.7694
97	5.28203	0.0190958	1.0384	11.3589	1.20162	0.0084448	0.0026957	1.13593e-08	0.00402823	29.959
98	5.32663	0.0191066	1.0388	11.2564	1.20372	0.00841727	0.00272314	1.16163e-08	0.00407019	30.1489
99	5.37124	0.0191167	1.0392	11.1543	1.20582	0.00838966	0.00275059	1.18787e-08	0.00411215	30.339
100	5.41584	0.0191262	1.0396	11.0525	1.20792	0.00836199	0.00277804	1.21465e-08	0.00415411	30.5294
101	5.46045	0.019135	1.04	10.9512	1.21002	0.00833427	0.00280549	1.24199e-08	0.00419607	30.7199
102	5.50505	0.0191432	1.0404	10.8502	1.21212	0.0083065	0.00283293	1.2699e-08	0.00423803	30.9107
103	5.54965	0.0191507	1.0408	10.7495	1.21422	0.00827868	0.00286038	1.29837e-08	0.00428	31.1017
104	5.59426	0.0191576	1.0412	10.6493	1.21632	0.00825083	0.00288783	1.32744e-08	0.00432196	31.2929
105	5.63886	0.0191638	1.0416	10.5495	1.21842	0.00822294	0.00291528	1.3571e-08	0.00436392	31.4843
106	5.68347	0.0191693	1.042	10.4501	1.22052	0.00819504	0.00294272	1.38738e-08	0.00440588	31.6758
107	5.72807	0.0191742	1.0424	10.3511	1.22262	0.00816712	0.00297017	1.41827e-08	0.00444784	31.8675
108	5.77268	0.0191785	1.0428	10.2526	1.22472	0.0081392	0.00299762	1.44979e-08	0.0044898	32.0594
109	5.81728	0.0191821	1.0432	10.1545	1.22682	0.00811127	0.00302507	1.48196e-08	0.00453176	32.2513
110	5.86189	0.019185	1.0436	10.0568	1.22892	0.00808335	0.00305251	1.51479e-08	0.00457372	32.4434
111	5.90649	0.0191874	1.044	9.9595	1.23102	0.00805544	0.00307996	1.54828e-08	0.00461568	32.6356
112	5.9511	0.019189	1.0444	9.86268	1.23312	0.00802755	0.00310741	1.58245e-08	0.00465764	32.8279
113	5.9957	0.0191901	1.0448	9.76632	1.23522	0.00799969	0.00313486	1.61731e-08	0.0046996	33.0203
114	6.0403	0.0191905	1.0452	9.67041	1.23732	0.00797187	0.0031623	1.65288e-08	0.00474156	33.2128
115	6.08491	0.0191903	1.0456	9.57496	1.23942	0.00794408	0.00318975	1.68917e-08	0.00478352	33.4054
116	6.12951	0.0191894	1.046	9.47998	1.24152	0.00791634	0.0032172	1.72619e-08	0.00482548	33.5979
117	6.17412	0.0191879	1.0464	9.38547	1.24362	0.00788866	0.00324465	1.76395e-08	0.00486745	33.7906
118	6.21872	0.0191858	1.0468	9.29143	1.24572	0.00786104	0.0032721	1.80247e-08	0.00490941	33.9832
119	6.26333	0.019183	1.0472	9.19787	1.24782	0.00783349	0.00329954	1.84176e-08	0.00495137	34.1759
120	6.30793	0.0191796	1.0476	9.1048	1.24993	0.00780602	0.00332699	1.88184e-08	0.00499333	34.3686
121	6.35254	0.0191756	1.048	9.01221	1.25203	0.00777863	0.00335444	1.92272e-08	0.00503529	34.5613
122	6.39714	0.019171	1.0484	8.92012	1.25413	0.00775133	0.00338189	1.96442e-08	0.00507725	34.7539
123	6.44174	0.0191657	1.0488	8.82853	1.25623	0.00772413	0.00340933	2.00694e-08	0.00511921	34.9466
124	6.48635	0.0191599	1.0492	8.73743	1.25833	0.00769703	0.00343678	2.05031e-08	0.00516117	35.1391
125	6.53095	0.0191534	1.04961	8.64685	1.26043	0.00767005	0.00346423	2.09455e-08	0.00520313	35.3317
126	6.57556	0.0191463	1.05	8.55677	1.26253	0.00764318	0.00349168	2.13965e-08	0.00524509	35.5241
127	6.62016	0.0191386	1.05041	8.4672	1.26463	0.00761644	0.00351912	2.18565e-08	0.00528705	35.7165
128	6.66477	0.0191303	1.05081	8.37815	1.26673	0.00758983	0.00354657	2.23256e-08	0.00532901	35.9087
129	6.70937	0.0191214	1.05121	8.28962	1.26883	0.00756337	0.00357402	2.28039e-08	0.00537097	36.1009
130	6.75398	0.0191119	1.05161	8.20161	1.27093	0.00753705	0.00360147	2.32916e-08	0.00541294	36.2929
131	6.79858	0.0191018	1.05201	8.11413	1.27303	0.00751088	0.00362891	2.37889e-08	0.0054549	36.4849
132	6.84318	0.0190911	1.05241	8.02718	1.27513	0.00748488	0.00365636	2.42959e-08	0.00549686	36.6766
133	6.88779	0.0190799	1.05281	7.94076	1.27723	0.00745905	0.00368381	2.48129e-08	0.00553882	36.8682
134	6.93239	0.019068	1.05321	7.85488	1.27933	0.00743339	0.00371126	2.53399e-08	0.00558078	37.0596
135	6.977	0.0190556	1.05361	7.76953	1.28143	0.00740791	0.00373871	2.58772e-08	0.00562274	37.2509
136	7.0216	0.0190425	1.05401	7.68473	1.28353	0.00738263	0.00376615	2.6425e-08	0.0056647	37.4419
137	7.06621	0.0190289	1.05441	7.60047	1.28563	0.00735754	0.0037936	2.69835e-08	0.00570666	37.6327
138	7.11081	0.0190148	1.05481	7.51676	1.28773	0.00733265	0.00382105	2.75527e-08	0.00574862	37.8233
139	7.15542	0.019	1.05521	7.43359	1.28983	0.00730798	0.0038485	2.8133e-08	0.00579058	38.0137
140	7.20002	0.0189847	1.05561	7.35097	1.29193	0.00728352	0.00387594	2.87246e-08	0.00583254	38.2038
141	7.24462	0.0189688	1.05601	7.26891	1.29403	0.00725928	0.00390339	2.93275e-08	0.0058745	38.3936
142	7.28923	0.0189524	1.05641	7.1874	1.29613	0.00723528	0.00393084	2.99421e-08	0.00591646	38.5832
143	7.33383	0.0189354	1.05681	7.10645	1.29823	0.00721152	0.00395829	3.05685e-08	0.00595843	38.7724
144	7.37844	0.0189179	1.05721	7.02606	1.30033	0.007188	0.00398573	3.12069e-08	0.00600039	38.9614
145	7.42304	0.0188998	1.05761	6.94622	1.30243	0.00716473	0.00401318	3.18576e-08	0.00604235	39.15
146	7.46765	0.0188812	1.05801	6.86695	1.30453	0.00714172	0.00404063	3.25207e-08	0.00608431	39.3383
147	7.51225	0.018862	1.05841	6.78825	1.30663	0.00711897	0.00406808	3.31966e-08	0.00612627	39.5262
148	7.55686	0.0188423	1.05881	6.7101	1.30873	0.0070965	0.00409552	3.38853e-08	0.00616823	39.7138
149	7.60146	0.0188221	1.05921	6.63253	1.31083	0.00707431	0.00412297	3.45872e-08	0.00621019	39.901
150	7.64606	0.0188014	1.05961	6.55552	1.31293	0.0070524	0.00415042	3.53024e-08	0.00625215	40.0878
151	7.69067	0.0187801	1.06001	6.47908	1.31503	0.00703079	0.00417787	3.60312e-08	0.00629411	40.2742
152	7.73527	0.0187583	1.06041	6.4032	1.31713	0.00700947	0.00420531	3.67739e-08	0.00633607	40.4602
153	7.77988	0.018736	1.06081	6.3279	1.31923	0.00698846	0.00423276	3.75306e-08	0.00637803	40.6458
154	7.82448	0.0187132	1.06121	6.25317	1.32133	0.00696776	0.00426021	3.83016e-08	0.00641999	40.8309
155	7.86909	0.0186899	1.06161	6.17902	1.32343	0.00694738	0.00428766	3.90872e-08	0.00646195	41.0155
156	7.91369	0.0186661	1.06201	6.10543	1.32553	0.00692732	0.0043151	3.98876e-08	0.00650391	41.1997
157	7.9583	0.0186417	1.06241	6.03242	1.32763	0.0069076	0.00434255	4.07031e-08	0.00654588	41.3834
158	8.0029	0.0186169	1.06281	5.95998	1.32973	0.00688821	0.00437	4.1534e-08	0.00658784	41.5666
159	8.04751	0.0185916	1.06321	5.88811	1.33183	0.00686917	0.00439745	4.23804e-08	0.0066298	41.7493
160	8.09211	0.0185659	1.06361	5.81682	1.33393	0.00685048	0.0044249	4.32427e-08	0.00667176	41.9314
161	8.13671	0.0185396	1.06401	5.7461	1.33603	0.00683214	0.00445234	4.41212e-08	0.00671372	42.113
162	8.18132	0.0185129	1.06441	5.67596	1.33813	0.00681417	0.00447979	4.50161e-08	0.00675568	42.294
163	8.22592	0.0184857	1.06481	5.60639	1.34023	0.00679657	0.00450724	4.59277e-08	0.00679764	42.4745
164	8.27053	0.018458	1.06521	5.5374	1.34233	0.00677934	0.00453469	4.68563e-08	0.0068396	42.6543
165	8.31513	0.0184299	1.06561	5.46898	1.34443	0.0067625	0.00456213	4.78022e-08	0.00688156	42.8336
166	8.35974	0.0184014	1.06601	5.40113	1.34653	0.00674604	0.00458958	4.87656e-08	0.00692352	43.0123
167	8.40434	0.0183723	1.06641	5.33386	1.34863	0.00672997	0.00461703	4.9747e-08	0.00696548	43.1903
168	8.44895	0.0183429	1.06681	5.26716	1.35074	0.00671431	0.00464448	5.07466e-08	0.00700744	43.3677
169	8.49355	0.018313	1.06721	5.20104	1.35284	0.00669905	0.00467192	5.17646e-08	0.0070494	43.5444
170	8.53815	0.0182827	1.06761	5.13548	1.35494	0.0066842	0.00469937	5.28015e-08	0.00709137	43.7204
171	8.58276	0.0182519	1.06801	5.0705	1.35704	0.00666977	0.00472682	5.38576e-08	0.00713333	43.8958
172	8.62736	0.0182207	1.06841	5.00608	1.35914	0.00665576	0.00475427	5.49331e-08	0.00717529	44.0705
173	8.67197	0.0181891	1.06881	4.94224	1.36124	0.00664219	0.00478171	5.60284e-08	0.00721725	44.2444
174	8.71657	0.0181571	1.06921	4.87897	1.36334	0.00662904	0.00480916	5.71439e-08	0.00725921	44.4176
175	8.76118	0.0181246	1.06961	4.81626	1.36544	0.00661634	0.00483661	5.82799e-08	0.00730117	44.5901
176	8.80578	0.0180918	1.07001	4.75412	1.36754	0.00660408	0.00486406	5.94367e-08	0.00734313	44.7618
177	8.85038	0.0180586	1.07041	4.69255	1.36964	0.00659227	0.0048915	6.06147e-08	0.00738509	44.9328
178	8.89499	0.0180249	1.07081	4.63154	1.37174	0.00658092	0.00491895	6.18143e-08	0.00742705	45.1029
179	8.93959	0.0179909	1.07121	4.57109	1.37384	0.00657003	0.0049464	6.30358e-08	0.00746901	45.2723
180	8.9842	0.0179565	1.07161	4.51121	1.37594	0.00655961	0.00497385	6.42796e-08	0.00751097	45.4409
181	9.0288	0.0179217	1.07201	4.45189	1.37804	0.00654966	0.0050013	6.55461e-08	0.00755293	45.6086
182	9.07341	0.0178866	1.07241	4.39312	1.38014	0.00654018	0.00502874	6.68356e-08	0.00759489	45.7755
183	9.11801	0.0178511	1.07281	4.33492	1.38224	0.00653119	0.00505619	6.81487e-08	0.00763685	45.9415
184	9.16262	0.0178152	1.07321	4.27727	1.38434	0.00652269	0.00508364	6.94855e-08	0.00767882	46.1067
185	9.20722	0.0177789	1.07361	4.22017	1.38644	0.00651468	0.00511109	7.08466e-08	0.00772078	46.2709
186	9.25183	0.0177423	1.07401	4.16363	1.38854	0.00650717	0.00513853	7.22324e-08	0.00776274	46.4343
187	9.29643	0.0177054	1.07441	4.10764	1.39064	0.00650016	0.00516598	7.36433e-08	0.0078047	46.5968
188	9.34103	0.0176681	1.07481	4.0522	1.39274	0.00649366	0.00519343	7.50797e-08	0.00784666	46.7583
189	9.38564	0.0176305	1.07521	3.9973	1.39484	0.00648767	0.00522088	7.65421e-08	0.00788862	46.9189
190	9.43024	0.0175926	1.07561	3.94295	1.39694	0.0064822	0.00524832	7.80308e-08	0.00793058	47.0786
191	9.47485	0.0175543	1.07601	3.88915	1.39904	0.00647725	0.00527577	7.95464e-08	0.00797254	47.2373
192	9.51945	0.0175157	1.07641	3.83588	1.40114	0.00647282	0.00530322	8.10893e-08	0.0080145	47.395
193	9.56406	0.0174768	1.07681	3.78316	1.40324	0.00646893	0.00533067	8.26599e-08	0.00805646	47.5517
194	9.60866	0.0174375	1.07721	3.73097	1.40534	0.00646557	0.00535811	8.42588e-08	0.00809842	47.7074
195	9.65326	0.017398	1.07761	3.67931	1.40744	0.00646275	0.00538556	8.58863e-08	0.00814038	47.8621
196	9.69787	0.0173582	1.07801	3.62819	1.40954	0.00646047	0.00541301	8.7543e-08	0.00818234	48.0157
197	9.74247	0.0173181	1.07841	3.5776	1.41164	0.00645874	0.00544046	8.92294e-08	0.0082243	48.1684
198	9.78708	0.0172777	1.07881	3.52754	1.41374	0.00645756	0.0054679	9.0946e-08	0.00826627	48.3199
199	9.83168	0.017237	1.07921	3.47801	1.41584	0.00645694	0.00549535	9.26933e-08	0.00830823	48.4704
200	9.87629	0.017196	1.07961	3.42899	1.41794	0.00645687	0.0055228	9.44717e-08	0.00835019	48.6198
201	9.92089	0.0171547	1.08001	3.3805	1.42004	0.00645737	0.00555025	9.62819e-08	0.00839215	48.7681
202	9.9655	0.0171132	1.08041	3.33253	1.42214	0.00645844	0.0055777	9.81244e-08	0.00843411	48.9152
203	10.0101	0.0170715	1.08081	3.28507	1.42424	0.00646007	0.00560514	9.99997e-08	0.00847607	49.0613
204	10.0547	0.0170294	1.08121	3.23812	1.42634	0.00646228	0.00563259	1.01908e-07	0.00851803	49.2062
205	10.0993	0.0169871	1.08161	3.19169	1.42844	0.00646507	0.00566004	1.03851e-07	0.00855999	49.35
206	10.1439	0.0169446	1.08201	3.14576	1.43054	0.00646844	0.00568749	1.05828e-07	0.00860195	49.4926
207	10.1885	0.0169018	1.08241	3.10034	1.43264	0.00647239	0.00571493	1.0784e-07	0.00864391	49.634
208	10.2331	0.0168588	1.08281	3.05542	1.43474	0.00647693	0.00574238	1.09888e-07	0.00868587	49.7742
209	10.2777	0.0168156	1.08321	3.011	1.43684	0.00648207	0.00576983	1.11972e-07	0.00872783	49.9133
210	10.3223	0.0167721	1.08361	2.96707	1.43894	0.00648779	0.00579728	1.14093e-07	0.00876979	50.0511
211	10.3669	0.0167285	1.08401	2.92364	1.44104	0.00649412	0.00582472	1.16252e-07	0.00881176	50.1877
212	10.4115	0.0166846	1.08441	2.8807	1.44314	0.00650104	0.00585217	1.18448e-07	0.00885372	50.323
213	10.4561	0.0166404	1.08481	2.83825	1.44524	0.00650857	0.00587962	1.20684e-07	0.00889568	50.4571
214	10.5007	0.0165961	1.08521	2.79629	1.44734	0.0065167	0.00590707	1.22958e-07	0.00893764	50.59
215	10.5454	0.0165516	1.08561	2.7548	1.44945	0.00652544	0.00593451	1.25273e-07	0.0089796	50.7215
216	10.59	0.0165069	1.08601	2.7138	1.45155	0.00653479	0.00596196	1.27629e-07	0.00902156	50.8518
217	10.6346	0.016462	1.08641	2.67327	1.45365	0.00654475	0.00598941	1.30026e-07	0.00906352	50.9808
218	10.6792	0.0164169	1.08681	2.63321	1.45575	0.00655533	0.00601686	1.32466e-07	0.00910548	51.1084
219	10.7238	0.0163717	1.08721	2.59362	1.45785	0.00656653	0.0060443	1.34948e-07	0.00914744	51.2348
220	10.7684	0.0163263	1.08761	2.5545	1.45995	0.00657835	0.00607175	1.37474e-07	0.0091894	51.3598
221	10.813	0.0162807	1.08801	2.51585	1.46205	0.00659079	0.0060992	1.40044e-07	0.00923136	51.4835
222	10.8576	0.0162349	1.08841	2.47765	1.46415	0.00660385	0.00612665	1.42659e-07	0.00927332	51.6058
223	10.9022	0.016189	1.08881	2.43991	1.46625	0.00661754	0.00615409	1.4532e-07	0.00931528	51.7267
224	10.9468	0.0161429	1.08921	2.40263	1.46835	0.00663186	0.00618154	1.48028e-07	0.00935725	51.8462
225	10.9914	0.0160967	1.08961	2.36579	1.47045	0.00664681	0.00620899	1.50783e-07	0.00939921	51.9644
226	11.036	0.0160503	1.09001	2.32941	1.47255	0.00666239	0.00623644	1.53586e-07	0.00944117	52.0812
227	11.0806	0.0160038	1.09041	2.29347	1.47465	0.0066786	0.00626389	1.56438e-07	0.00948313	52.1965
228	11.1252	0.0159571	1.09081	2.25796	1.47675	0.00669545	0.00629133	1.5934e-07	0.00952509	52.3105
229	11.1698	0.0159104	1.09121	2.2229	1.47885	0.00671293	0.00631878	1.62293e-07	0.00956705	52.4229
230	11.2144	0.0158635	1.09161	2.18827	1.48095	0.00673105	0.00634623	1.65298e-07	0.00960901	52.534
231	11.259	0.0158165	1.09201	2.15407	1.48305	0.00674981	0.00637368	1.68354e-07	0.00965097	52.6436
232	11.3036	0.0157693	1.09241	2.12031	1.48515	0.00676921	0.00640112	1.71464e-07	0.00969293	52.7517
233	11.3482	0.0157221	1.09281	2.08696	1.48725	0.00678924	0.00642857	1.74629e-07	0.00973489	52.8584
234	11.3928	0.0156747	1.09321	2.05404	1.48935	0.00680992	0.00645602	1.77848e-07	0.00977685	52.9635
235	11.4374	0.0156273	1.09361	2.02153	1.49145	0.00683124	0.00648347	1.81123e-07	0.00981881	53.0672
236	11.482	0.0155798	1.09401	1.98944	1.49355	0.0068532	0.00651091	1.84455e-07	0.00986077	53.1694
237	11.5267	0.0155321	1.09441	1.95776	1.49565	0.00687581	0.00653836	1.87846e-07	0.00990274	53.27
238	11.5713	0.0154844	1.09481	1.92648	1.49775	0.00689905	0.00656581	1.91295e-07	0.0099447	53.3692
